Date_Time,Organization,Name,Group_,Group_Type,TimeZone,timezone-description,Electricity_Consumed,Unit,value,period
2021-06-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1746,megawatthours,1746,2021-06-05
2021-06-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1701,megawatthours,1701,2021-06-05
2021-06-04,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13704,megawatthours,13704,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13711,megawatthours,13711,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13715,megawatthours,13715,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13712,megawatthours,13712,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13704,megawatthours,13704,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,26589,megawatthours,26589,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,26551,megawatthours,26551,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,26563,megawatthours,26563,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,26564,megawatthours,26564,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,26589,megawatthours,26589,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16827,megawatthours,16827,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16853,megawatthours,16853,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16817,megawatthours,16817,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16865,megawatthours,16865,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16827,megawatthours,16827,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,3132,megawatthours,3132,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,3152,megawatthours,3152,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,3112,megawatthours,3112,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,3162,megawatthours,3162,2021-06-04
2021-06-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,3132,megawatthours,3132,2021-06-04
2021-06-03,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13811,megawatthours,13811,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13786,megawatthours,13786,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13777,megawatthours,13777,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13794,megawatthours,13794,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13811,megawatthours,13811,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27116,megawatthours,27116,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27108,megawatthours,27108,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27109,megawatthours,27109,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27110,megawatthours,27110,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27116,megawatthours,27116,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13545,megawatthours,13545,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13357,megawatthours,13357,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13332,megawatthours,13332,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13451,megawatthours,13451,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13545,megawatthours,13545,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-259,megawatthours,-259,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-423,megawatthours,-423,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-439,megawatthours,-439,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-336,megawatthours,-336,2021-06-03
2021-06-03,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-259,megawatthours,-259,2021-06-03
2021-06-02,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13934,megawatthours,13934,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13927,megawatthours,13927,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13927,megawatthours,13927,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13931,megawatthours,13931,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13934,megawatthours,13934,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27097,megawatthours,27097,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27070,megawatthours,27070,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27034,megawatthours,27034,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27082,megawatthours,27082,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27097,megawatthours,27097,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13612,megawatthours,13612,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13676,megawatthours,13676,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13655,megawatthours,13655,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13636,megawatthours,13636,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13612,megawatthours,13612,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-322,megawatthours,-322,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-251,megawatthours,-251,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-272,megawatthours,-272,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-295,megawatthours,-295,2021-06-02
2021-06-02,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-322,megawatthours,-322,2021-06-02
2021-06-01,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13712,megawatthours,13712,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13649,megawatthours,13649,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13612,megawatthours,13612,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13680,megawatthours,13680,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13712,megawatthours,13712,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,26177,megawatthours,26177,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,26023,megawatthours,26023,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,26103,megawatthours,26103,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,26177,megawatthours,26177,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14154,megawatthours,14154,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,14085,megawatthours,14085,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,14024,megawatthours,14024,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,14127,megawatthours,14127,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14154,megawatthours,14154,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,442,megawatthours,442,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,436,megawatthours,436,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,412,megawatthours,412,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,447,megawatthours,447,2021-06-01
2021-06-01,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,442,megawatthours,442,2021-06-01
2021-05-31,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12825,megawatthours,12825,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,12734,megawatthours,12734,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,12686,megawatthours,12686,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12788,megawatthours,12788,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12825,megawatthours,12825,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,24075,megawatthours,24075,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12721,megawatthours,12721,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12473,megawatthours,12473,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12413,megawatthours,12413,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12617,megawatthours,12617,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12721,megawatthours,12721,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-104,megawatthours,-104,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-260,megawatthours,-260,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-271,megawatthours,-271,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-170,megawatthours,-170,2021-05-31
2021-05-31,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-104,megawatthours,-104,2021-05-31
2021-05-30,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,11489,megawatthours,11489,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,11528,megawatthours,11528,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,11547,megawatthours,11547,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,11501,megawatthours,11501,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,11489,megawatthours,11489,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,22238,megawatthours,22238,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,22259,megawatthours,22259,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,22319,megawatthours,22319,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,22248,megawatthours,22248,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,22238,megawatthours,22238,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,10884,megawatthours,10884,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,10928,megawatthours,10928,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,10946,megawatthours,10946,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,10887,megawatthours,10887,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,10884,megawatthours,10884,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-596,megawatthours,-596,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-591,megawatthours,-591,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-592,megawatthours,-592,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-606,megawatthours,-606,2021-05-30
2021-05-30,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-596,megawatthours,-596,2021-05-30
2021-05-29,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,12908,megawatthours,12908,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13050,megawatthours,13050,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13121,megawatthours,13121,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,12980,megawatthours,12980,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,12908,megawatthours,12908,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,24634,megawatthours,24634,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,24907,megawatthours,24907,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,25031,megawatthours,25031,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,24769,megawatthours,24769,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,24634,megawatthours,24634,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13130,megawatthours,13130,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,13378,megawatthours,13378,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,13520,megawatthours,13520,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,13277,megawatthours,13277,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13130,megawatthours,13130,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,232,megawatthours,232,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,337,megawatthours,337,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,407,megawatthours,407,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,307,megawatthours,307,2021-05-29
2021-05-29,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,232,megawatthours,232,2021-05-29
2021-05-28,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14187,megawatthours,14187,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14184,megawatthours,14184,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14187,megawatthours,14187,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14187,megawatthours,14187,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14187,megawatthours,14187,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27317,megawatthours,27317,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27327,megawatthours,27327,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27342,megawatthours,27342,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27322,megawatthours,27322,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27317,megawatthours,27317,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14736,megawatthours,14736,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,14740,megawatthours,14740,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,14724,megawatthours,14724,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,14737,megawatthours,14737,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14736,megawatthours,14736,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,555,megawatthours,555,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,562,megawatthours,562,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,544,megawatthours,544,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,556,megawatthours,556,2021-05-28
2021-05-28,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,555,megawatthours,555,2021-05-28
2021-05-27,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14322,megawatthours,14322,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14302,megawatthours,14302,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14293,megawatthours,14293,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14308,megawatthours,14308,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14322,megawatthours,14322,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27941,megawatthours,27941,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27890,megawatthours,27890,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27867,megawatthours,27867,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27917,megawatthours,27917,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27941,megawatthours,27941,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16675,megawatthours,16675,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16610,megawatthours,16610,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16599,megawatthours,16599,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16607,megawatthours,16607,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16675,megawatthours,16675,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2357,megawatthours,2357,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2313,megawatthours,2313,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2310,megawatthours,2310,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2303,megawatthours,2303,2021-05-27
2021-05-27,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2357,megawatthours,2357,2021-05-27
2021-05-26,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14190,megawatthours,14190,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14162,megawatthours,14162,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14147,megawatthours,14147,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14180,megawatthours,14180,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14190,megawatthours,14190,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27736,megawatthours,27736,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27745,megawatthours,27745,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27752,megawatthours,27752,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27740,megawatthours,27740,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27736,megawatthours,27736,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,17122,megawatthours,17122,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,17173,megawatthours,17173,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,17186,megawatthours,17186,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,17163,megawatthours,17163,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,17122,megawatthours,17122,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2933,megawatthours,2933,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,3010,megawatthours,3010,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,3038,megawatthours,3038,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2984,megawatthours,2984,2021-05-26
2021-05-26,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2933,megawatthours,2933,2021-05-26
2021-05-25,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14260,megawatthours,14260,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14257,megawatthours,14257,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14255,megawatthours,14255,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14256,megawatthours,14256,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14260,megawatthours,14260,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28198,megawatthours,28198,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28203,megawatthours,28203,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28196,megawatthours,28196,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28201,megawatthours,28201,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28198,megawatthours,28198,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16575,megawatthours,16575,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16513,megawatthours,16513,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16559,megawatthours,16559,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16525,megawatthours,16525,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16575,megawatthours,16575,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,2314,megawatthours,2314,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,2256,megawatthours,2256,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,2304,megawatthours,2304,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,2268,megawatthours,2268,2021-05-25
2021-05-25,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,2314,megawatthours,2314,2021-05-25
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13944,megawatthours,13944,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13890,megawatthours,13890,2021-05-24
2021-05-24,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13862,megawatthours,13862,2021-05-24
